obsra,obsdec,z_helio,quality,specid
+12:56:36.11,-06:49:04.2,     +0.004823,          4,               62762
+23:42:35.24,-44:54:17.4,     +0.004818,          4,              133062
+03:38:19.23,-35:07:45.0,     +0.004818,          4,               21496
+03:19:34.57,-32:27:54.4,     +0.004816,          4,               19494
+13:27:29.53,-38:10:39.5,     +0.004809,          4,               67612
+11:57:38.59,-15:48:02.9,     +0.004809,          4,              128165
+12:49:08.15,-11:24:35.5,     +0.004798,          4,               62806
+13:57:33.26,-47:16:42.0,     +0.004798,          4,               72253
+02:55:12.72,-36:17:58.0,     +0.004797,          4,               17606
+03:44:11.48,-19:19:09.9,     +0.004797,          4,               22035
+02:45:59.91,-07:34:42.7,     +0.004788,          4,               16570
+13:44:34.73,-47:09:58.8,     +0.004787,          4,               69961
+02:39:03.55,-27:26:35.3,     +0.004786,          4,               16220
+13:25:03.63,-47:59:00.4,     +0.004786,          4,               67895
+03:36:58.99,-57:58:25.9,     +0.004785,          4,               20951
+13:57:39.90,-44:26:47.9,     +0.004783,          4,               71083
+08:11:39.51,-69:39:07.5,     +0.004778,          4,               41727
+03:35:33.13,-32:27:53.6,     +0.004776,          4,               21535
+13:27:28.50,-38:10:35.0,     +0.004772,          4,               65315
+12:00:23.63,-01:06:00.0,     +0.004770,          4,               57063
+03:34:37.69,-35:33:36.1,     +0.004769,          4,               20636
+04:33:53.54,-20:10:27.0,     +0.004762,          4,              124518
+13:09:10.08,-28:38:30.4,     +0.004748,          4,               64256
+11:51:53.27,-28:10:46.8,     +0.004748,          3,               57211
+01:47:42.81,-52:45:42.5,     +0.004748,          4,               11613
+00:52:17.24,-03:58:01.9,     +0.004742,          3,                5612
+11:01:08.74,-44:02:22.4,     +0.004739,          4,               52225
+08:16:33.48,-71:51:31.6,     +0.004734,          4,               40568
+13:09:10.08,-28:38:30.4,     +0.004732,          4,               64737
+13:20:20.25,-12:34:18.4,     +0.004730,          4,               66420
+06:09:44.65,-32:50:01.0,     +0.004729,          4,               35118
+03:47:25.12,-68:13:13.7,     +0.004729,          3,               22581
+22:56:36.13,-37:01:47.8,     +0.004727,          4,              111401
+02:10:38.86,-40:55:03.6,     +0.004724,          4,               12798
+11:16:36.08,-23:39:29.1,     +0.004722,          4,               53388
+07:38:32.08,-68:46:14.4,     +0.004722,          4,               40103
+14:08:23.70,-47:58:14.3,     +0.004722,          4,               71480
+05:12:16.52,-57:23:56.5,     +0.004721,          4,               29873
+01:37:52.37,-40:32:20.0,     +0.004717,          4,              117890
+11:47:55.51,-28:11:56.7,     +0.004717,          4,               57217
+21:02:31.22,-16:49:05.2,     +0.004716,          4,               97962
+04:04:25.32,-36:10:49.8,     +0.004708,          4,               24596
+03:42:19.43,-35:23:33.5,     +0.004706,          4,               21596
+02:40:23.97,-08:26:01.0,     +0.004706,          4,               15645
+12:49:55.87,-07:25:27.4,     +0.004705,          4,               62755
+11:58:51.15,-20:43:07.8,     +0.004699,          4,               57805
+03:22:22.68,-37:23:51.3,     +0.004696,          4,               20585
+13:05:48.88,-08:01:13.0,     +0.004695,          4,               64580
+13:50:42.01,-35:54:54.5,     +0.004692,          4,               70206
+14:22:39.66,-48:32:44.8,     +0.004689,          4,               74248
+03:35:01.33,-24:55:59.6,     +0.004688,          4,               21629
+02:48:15.83,-08:17:23.9,     +0.004688,          4,               15625
+07:40:15.47,-70:38:33.9,     +0.004681,          3,               40116
+05:37:19.16,-26:25:52.7,     +0.004681,          4,              120423
+01:47:55.26,-26:53:31.7,     +0.004667,          4,              117756
+10:58:39.09,-37:29:25.5,     +0.004661,          3,               52477
+04:17:54.35,-55:55:58.4,     +0.004660,          4,              124270
+03:23:54.01,-37:30:44.9,     +0.004659,          4,               20586
+03:18:14.89,-27:36:37.2,     +0.004659,          4,               19589
+13:19:47.25,-21:53:59.8,     +0.004655,          4,              128557
+10:18:51.93,-32:35:47.6,     +0.004655,          4,               49001
+12:19:59.51,-17:23:31.0,     +0.004650,          4,               59450
+03:48:27.14,-16:23:34.4,     +0.004650,          4,              124164
+03:08:21.19,-46:22:15.6,     +0.004647,          4,              123677
+02:39:29.92,-08:08:21.1,     +0.004646,          4,               15617
+03:33:06.72,-34:48:24.9,     +0.004638,          3,               20335
+14:20:34.09,-29:14:30.4,     +0.004638,          4,               73774
+04:12:53.33,-31:18:29.5,     +0.004637,          4,               25059
+03:38:13.59,-33:07:37.8,     +0.004634,          4,               21539
+12:48:54.13,-11:40:42.3,     +0.004629,          4,               62518
+06:00:34.75,-28:59:32.3,     +0.004628,          4,               34994
+03:44:35.93,-44:37:50.2,     +0.004628,          4,               22489
+00:53:11.41,-54:21:57.2,     +0.004628,          4,                7319
+03:25:52.62,-21:17:20.6,     +0.004626,          4,               20451
+03:10:49.72,-41:47:56.8,     +0.004625,          4,               17795
+01:52:12.81,-37:32:37.9,     +0.004622,          4,               11695
+03:02:37.57,-22:52:01.7,     +0.004620,          4,               17917
+04:13:40.68,-31:38:43.0,     +0.004617,          4,               25058
+03:02:37.57,-22:52:01.7,     +0.004614,          4,               18224
+12:47:38.23,-05:52:02.7,     +0.004614,          4,               61627
+02:54:28.67,-47:10:42.9,     +0.004606,          4,               17931
+04:53:20.20,-41:38:07.9,     +0.004602,          4,               27733
+01:51:59.55,-42:57:49.8,     +0.004601,          4,               10444
+11:10:51.90,-27:53:52.0,     +0.004597,          3,               53970
+11:09:21.96,-22:52:31.2,     +0.004596,          4,              127650
+07:21:55.57,-68:50:44.9,     +0.004590,          4,               40093
+13:05:12.54,-06:29:43.3,     +0.004581,          4,               63380
+06:00:08.32,-31:17:33.9,     +0.004580,          4,               34966
+03:35:53.95,-22:08:23.0,     +0.004579,          4,               21389
+23:56:15.05,-43:25:39.1,     +0.004572,          4,              133096
+13:52:54.47,-01:06:53.0,     +0.004566,          4,               71135
+02:04:31.44,-06:11:56.1,     +0.004564,          4,              122646
+11:13:17.08,-26:45:17.7,     +0.004561,          4,               53031
+12:01:40.98,-15:06:30.1,     +0.004561,          3,               56986
+07:34:51.16,-69:17:02.9,     +0.004561,          4,               40105
+23:11:10.89,-42:50:51.2,     +0.004560,          3,              135789
+03:05:06.22,-45:57:43.5,     +0.004559,          4,               17977
+00:08:20.88,-29:54:54.8,     +0.004557,          4,              121667
+02:46:09.89,-30:13:40.9,     +0.004554,          4,               16193
+01:52:36.08,-13:34:39.4,     +0.004552,          4,               11414
+07:21:19.98,-69:00:05.3,     +0.004549,          4,               40094
+03:36:03.78,-35:26:28.2,     +0.004548,          4,               20341
+13:04:55.96,-07:56:51.7,     +0.004545,          4,               64579
+01:59:42.64,-05:57:51.1,     +0.004544,          4,              122728
+02:31:55.49,-54:33:04.6,     +0.004542,          4,               14335
+02:49:09.56,-07:50:12.3,     +0.004539,          4,               16565
+03:43:37.08,-35:51:10.9,     +0.004536,          4,               23073
+03:38:16.55,-22:29:11.4,     +0.004530,          4,               21378
+11:12:17.25,-28:00:08.4,     +0.004529,          4,               53037
+03:32:03.04,-28:21:30.9,     +0.004528,          4,               21297
+15:19:17.57,-41:14:01.4,     +0.004522,          4,              120838
+03:33:33.86,-33:34:23.4,     +0.004522,          4,               21522
+23:35:01.91,-47:01:50.4,     +0.004521,          4,              114180
+15:19:17.57,-41:14:01.4,     +0.004520,          4,              120948
+03:30:47.17,-21:03:29.6,     +0.004518,          4,               19943
+04:11:00.69,-31:24:27.3,     +0.004516,          4,               25063
+03:24:52.51,-35:26:08.0,     +0.004515,          4,               20289
+03:34:59.21,-35:10:16.0,     +0.004514,          4,               21494
+13:27:34.35,-38:11:36.5,     +0.004513,          4,               68333
+03:01:16.95,-23:31:03.4,     +0.004510,          4,               17918
+20:20:31.77,-04:53:58.2,     +0.004505,          4,               93777
+13:21:19.65,-13:02:30.9,     +0.004504,          4,              128633
+04:52:52.97,-25:14:44.7,     +0.004503,          3,               29278
+03:46:13.74,-36:41:46.8,     +0.004502,          4,               22967
+00:30:13.78,-33:16:08.4,     +0.004499,          4,                4435
+08:06:11.22,-03:16:58.1,     +0.004484,          4,               41034
+03:27:09.17,-37:09:10.2,     +0.004484,          4,               20357
+14:03:34.62,-27:16:47.4,     +0.004484,          4,               71707
+03:54:28.45,-35:58:01.7,     +0.004481,          4,               23086
+11:20:12.11,-21:28:14.3,     +0.004474,          4,               55182
+02:41:56.21,-28:38:35.5,     +0.004474,          4,               16209
+14:03:34.62,-27:16:47.4,     +0.004473,          4,               70657
+02:27:37.45,-01:09:21.5,     +0.004471,          4,               13611
+07:58:20.77,-49:52:51.3,     +0.004467,          4,              120550
+02:24:24.81,-02:09:44.5,     +0.004464,          4,               13666
+13:15:31.02,-23:59:02.6,     +0.004458,          4,               64877
+12:25:49.40,-11:03:05.4,     +0.004457,          4,               60530
+05:27:26.11,-35:33:17.5,     +0.004457,          4,              125745
+03:28:48.73,-35:10:41.7,     +0.004457,          4,               20324
+03:06:17.99,-21:30:07.4,     +0.004452,          4,               17883
+07:34:51.32,-69:46:52.7,     +0.004450,          4,              126383
+03:40:43.23,-18:38:43.1,     +0.004446,          4,               21936
+10:15:09.31,-05:17:12.5,     +0.004444,          4,               48764
+14:12:52.81,-02:41:12.9,     +0.004437,          4,               73167
+00:32:48.20,-18:35:16.3,     +0.004431,          3,                4143
+14:03:34.62,-27:16:47.4,     +0.004422,          4,               70575
+03:42:55.75,-44:20:35.2,     +0.004419,          4,              123917
+12:58:49.63,-04:53:18.6,     +0.004416,          4,               64001
+01:57:22.48,-49:15:20.7,     +0.004408,          3,              122803
+02:14:57.73,-51:26:02.9,     +0.004408,          4,              122886
+01:54:05.04,-13:54:21.2,     +0.004406,          4,               11818
+03:26:34.75,-32:18:51.6,     +0.004389,          3,               19481
+03:10:19.79,-22:24:17.5,     +0.004387,          4,               18233
+13:38:10.32,-09:48:06.6,     +0.004384,          4,               67219
+06:00:10.74,-31:47:14.1,     +0.004380,          4,               34964
+13:38:00.41,-17:51:44.8,     +0.004368,          4,              128881
+02:40:04.28,-07:44:22.0,     +0.004366,          4,               15613
+12:55:03.70,-06:22:10.4,     +0.004366,          4,               62759
+03:10:19.07,-22:24:21.4,     +0.004363,          4,               17893
+12:56:40.62,-07:33:46.0,     +0.004359,          4,               63372
+03:38:52.06,-26:20:15.7,     +0.004329,          4,               21607
+13:08:57.23,-15:30:58.7,     +0.004327,          4,               64117
+03:27:42.16,-21:41:58.6,     +0.004316,          4,               21402
+13:04:13.12,-05:33:05.8,     +0.004309,          4,               64016
+03:55:22.76,-28:09:30.0,     +0.004307,          4,               23489
+03:41:03.61,-33:46:45.5,     +0.004305,          4,               21586
+07:44:31.69,-69:08:26.5,     +0.004296,          4,              126391
+07:24:48.52,-66:19:27.6,     +0.004292,          4,               39912
+22:59:26.70,-37:42:10.4,     +0.004289,          4,              111664
+03:31:24.80,-35:19:51.8,     +0.004288,          4,               20632
+22:55:52.59,-34:33:17.8,     +0.004286,          4,              110512
+11:17:17.71,-27:49:21.3,     +0.004277,          4,               53416
+03:26:02.24,-32:53:40.4,     +0.004275,          4,               19484
+03:28:06.58,-32:17:10.0,     +0.004269,          4,               19480
+12:54:23.75,-10:32:13.9,     +0.004269,          4,               62831
+03:33:53.68,-31:11:38.8,     +0.004266,          4,               21257
+12:49:02.19,-08:39:51.6,     +0.004260,          4,               61653
+12:58:28.27,-10:34:36.9,     +0.004260,          4,               62833
+07:36:34.36,-69:31:08.9,     +0.004252,          4,              126389
+04:10:59.86,-56:28:49.6,     +0.004251,          4,               24037
+01:54:29.67,-39:59:40.8,     +0.004243,          4,               10418
+03:46:38.10,-16:33:00.6,     +0.004243,          4,               22000
+02:49:35.92,-30:34:40.9,     +0.004241,          4,               17248
+12:27:39.45,-17:36:50.7,     +0.004239,          4,               60431
+03:35:20.32,-32:36:08.5,     +0.004232,          4,               21537
+03:23:56.36,-36:27:51.9,     +0.004224,          4,               20356
+03:36:57.06,-35:30:23.9,     +0.004220,          4,               20639
+21:20:20.12,-57:45:49.4,     +0.004212,          3,               98171
+14:21:10.43,-29:15:04.8,     +0.004210,          4,               73576
+21:42:26.93,-06:19:54.3,     +0.004208,          4,              102466
+09:44:46.18,-00:41:18.6,     +0.004208,          3,               46375
+11:53:14.09,-03:24:33.0,     +0.004206,          4,               57713
+03:46:49.06,-16:15:56.7,     +0.004203,          4,               21997
+05:19:48.40,-32:08:36.8,     +0.004167,          4,               31436
+06:07:29.74,-61:48:27.2,     +0.004153,          4,               34376
+10:41:25.99,-23:23:03.3,     +0.004151,          3,               51728
+03:27:18.04,-34:31:35.2,     +0.004151,          4,               21510
+03:41:09.13,-18:18:50.9,     +0.004150,          4,               22016
+11:12:17.69,-28:00:01.8,     +0.004148,          4,               53974
+03:28:05.95,-08:23:18.3,     +0.004145,          4,               21060
+23:55:26.97,-06:14:14.7,     +0.004145,          3,              116417
+17:17:11.15,-62:50:16.2,     +0.004143,          4,               83778
+04:14:40.94,-58:07:54.9,     +0.004143,          4,               24059
+16:43:02.71,-20:40:08.2,     +0.004143,          4,              121540
+04:14:20.26,-58:12:26.4,     +0.004135,          4,              124289
+04:18:59.48,-58:15:27.1,     +0.004134,          4,               24057
+04:14:36.38,-56:03:39.5,     +0.004131,          4,               24040
+12:40:13.81,-25:19:36.5,     +0.004131,          4,               60400
+19:40:44.13,-61:16:16.6,     +0.004121,          4,              130161
+14:32:40.72,-44:10:27.9,     +0.004114,          4,              129134
+03:36:31.52,-43:57:24.6,     +0.004108,          4,               21736
+02:39:28.00,-55:59:05.9,     +0.004104,          4,               13942
+07:36:12.12,-70:42:40.7,     +0.004100,          3,               40118
+11:03:19.26,-23:05:26.0,     +0.004095,          4,               53019
+22:33:19.76,-44:32:58.8,     +0.004093,          4,              135524
+09:50:08.16,-73:55:19.9,     +0.004072,          4,              127268
+13:26:36.65,-09:28:29.2,     +0.004064,          4,               67295
+04:04:47.28,-33:56:08.1,     +0.004062,          4,               23436
+09:25:19.04,-34:06:19.1,     +0.004061,          4,               44510
+13:01:10.91,-05:33:24.0,     +0.004049,          4,               63370
+11:03:46.08,-23:14:43.8,     +0.004041,          4,               53126
+04:14:20.26,-58:12:26.4,     +0.004040,          4,               24822
+11:12:39.36,-23:27:43.8,     +0.004037,          4,              127659
+03:46:38.10,-16:33:00.6,     +0.004029,          4,               21236
+04:51:57.34,-33:10:45.5,     +0.004027,          4,              125437
+05:07:43.32,-44:18:27.3,     +0.004021,          4,              125665
+02:40:09.46,-56:20:33.8,     +0.004017,          4,               16314
+04:15:45.13,-55:35:32.1,     +0.004011,          4,               24038
+04:21:55.64,-59:27:35.8,     +0.004011,          4,               24842
+03:49:53.36,-32:15:32.7,     +0.004007,          4,               23403
+03:26:28.34,-21:21:20.3,     +0.004007,          4,               20452
+03:10:16.33,-53:19:52.7,     +0.003992,          4,               16926
+11:47:04.57,-16:51:16.6,     +0.003992,          4,              128141
+11:03:46.08,-23:14:43.9,     +0.003964,          4,              127643
+23:02:10.37,-39:34:09.8,     +0.003958,          4,              111641
+05:46:24.17,-52:05:18.7,     +0.003957,          4,               34811
+18:45:06.32,-62:17:50.0,     +0.003955,          4,              134864
+10:30:23.79,-35:15:13.3,     +0.003944,          4,               49025
+03:46:42.18,-44:59:50.6,     +0.003929,          4,               22485
+08:08:15.85,-02:43:12.8,     +0.003925,          4,               41033
+05:05:14.41,-37:58:50.5,     +0.003921,          4,               30518
+04:16:10.47,-55:46:48.0,     +0.003911,          4,               24039
+04:51:58.52,-33:10:45.7,     +0.003911,          4,               28736
+13:05:07.71,-06:29:37.8,     +0.003890,          4,               64030
+13:10:38.64,-09:55:53.6,     +0.003887,          4,               64601
+05:47:04.73,-51:33:10.5,     +0.003876,          4,               34815
+03:33:53.07,-20:16:57.0,     +0.003875,          4,               19939
+07:18:21.16,-57:45:19.3,     +0.003870,          4,               39590
+05:52:46.30,-51:05:39.5,     +0.003865,          4,               34821
+03:22:55.13,-42:11:22.6,     +0.003865,          4,               19747
+07:02:36.26,-42:04:06.7,     +0.003857,          4,               39268
+03:13:04.75,-57:21:26.0,     +0.003850,          4,              123468
+05:03:45.91,-32:19:50.9,     +0.003839,          3,               30202
+09:25:17.87,-34:05:56.6,     +0.003838,          4,              127081
+04:12:43.20,-57:44:16.4,     +0.003832,          4,               24055
+11:12:39.36,-23:27:43.8,     +0.003831,          3,               53229
+13:25:10.20,-12:25:45.2,     +0.003822,          4,               66442
+12:08:53.19,-09:02:11.4,     +0.003818,          4,               59008
+11:58:58.10,-19:01:47.7,     +0.003818,          4,               57826
+06:53:53.98,-40:51:45.7,     +0.003810,          4,               39182
+11:14:02.28,-26:21:56.6,     +0.003805,          4,               54639
+03:34:30.66,-27:19:14.5,     +0.003797,          3,               21606
+03:31:55.71,-31:20:17.6,     +0.003780,          4,               21263
+11:14:02.28,-26:21:56.6,     +0.003774,          3,              127680
+10:09:07.41,-29:03:50.8,     +0.003762,          4,               48194
+04:36:11.54,-32:37:38.7,     +0.003762,          4,               26955
+07:15:54.53,-57:20:36.6,     +0.003760,          4,               39591
+11:03:23.76,-23:05:11.9,     +0.003754,          4,              127640
+06:13:17.82,-51:18:48.7,     +0.003754,          4,               35636
+12:35:39.36,-11:04:01.6,     +0.003750,          4,               60566
+01:05:04.88,-06:12:44.6,     +0.003749,          4,                7749
+09:46:28.31,-74:35:44.3,     +0.003722,          4,              127273
+14:49:11.49,-03:23:43.4,     +0.003719,          3,               76330
+12:30:01.80,-11:47:30.5,     +0.003708,          4,               60811
+03:54:20.13,-36:58:08.0,     +0.003702,          4,               23093
+03:38:29.19,-35:28:08.6,     +0.003695,          4,               21488
+07:20:31.18,-58:03:48.9,     +0.003693,          4,               39646
+11:03:23.61,-23:05:01.5,     +0.003690,          4,               53127
+03:28:19.64,-31:04:05.2,     +0.003690,          4,               19473
+14:15:55.70,-48:07:18.6,     +0.003644,          4,               71481
+12:54:01.89,-01:30:30.1,     +0.003635,          4,               63254
+03:57:27.39,-46:12:38.6,     +0.003631,          4,               22528
+03:35:14.57,-20:22:25.2,     +0.003629,          4,               21425
+11:50:27.41,-17:20:37.9,     +0.003628,          3,              128142
+03:43:22.63,-33:56:25.1,     +0.003626,          4,               21578
+03:07:52.56,-54:12:50.7,     +0.003623,          4,               19529
+10:14:42.11,-28:52:19.0,     +0.003610,          4,               48580
+14:32:52.94,-44:19:17.9,     +0.003595,          4,              129133
+03:25:12.92,-36:22:10.3,     +0.003590,          4,               20615
+10:06:33.33,-29:56:07.4,     +0.003588,          4,               48548
+03:47:04.81,-33:42:35.5,     +0.003587,          4,               21567
+20:45:23.11,-12:37:07.6,     +0.003582,          4,               97135
+05:08:11.51,-36:57:35.3,     +0.003578,          4,               28795
+12:56:48.90,-08:31:31.1,     +0.003569,          4,               63376
+05:10:04.60,-36:57:36.9,     +0.003562,          4,               30522
+03:42:43.50,-43:18:07.3,     +0.003530,          4,               21777
+10:35:23.20,-24:45:14.9,     +0.003520,          4,               49825
+04:49:55.56,-31:57:56.1,     +0.003516,          4,              125450
+03:10:01.23,-53:20:08.7,     +0.003515,          4,               17116
+03:35:14.57,-20:22:25.2,     +0.003504,          4,               20541
+03:59:56.37,-46:47:06.3,     +0.003502,          4,               22535
+10:42:38.18,-23:56:08.7,     +0.003480,          4,               51775
+09:45:32.73,-31:12:23.9,     +0.003479,          4,              118955
+10:05:39.51,-28:26:43.5,     +0.003478,          4,               48556
+08:35:13.43,-58:36:46.3,     +0.003473,          4,               41296
+05:47:28.97,-23:34:33.9,     +0.003469,          4,               34243
+10:04:26.11,-28:26:38.5,     +0.003467,          4,               48553
+12:47:50.94,-08:28:16.5,     +0.003466,          3,               61645
+05:10:04.11,-36:57:34.9,     +0.003459,          4,               28794
+03:39:23.30,-31:19:17.1,     +0.003451,          4,               21357
+13:01:05.15,-05:28:20.6,     +0.003437,          4,               62750
+22:26:33.61,-29:17:27.8,     +0.003420,          4,              106731
+12:42:48.92,-12:23:27.0,     +0.003420,          4,               60590
+09:45:35.03,-30:18:51.1,     +0.003418,          3,              118958
+03:38:17.48,-43:58:11.1,     +0.003417,          4,              123903
+12:31:04.46,-08:03:14.1,     +0.003409,          4,               60698
+12:35:29.50,-03:47:35.5,     +0.003400,          4,               61164
+13:51:13.91,-37:23:28.5,     +0.003400,          4,               68376
+12:32:17.45,-07:33:48.4,     +0.003391,          4,               59703
+10:57:51.97,-39:26:26.4,     +0.003390,          4,               52320
+03:47:34.12,-38:34:35.5,     +0.003380,          4,               22098
+13:22:44.31,-28:57:11.4,     +0.003364,          4,               67139
+03:44:24.92,-44:40:08.8,     +0.003349,          4,              123920
+03:31:41.73,-32:34:03.2,     +0.003345,          4,               21256
+04:29:40.85,-27:24:31.2,     +0.003327,          3,               25725
+03:45:03.60,-35:58:21.5,     +0.003326,          4,               23074
+11:03:55.24,-34:21:30.3,     +0.003325,          4,               53065
+11:07:03.87,-17:36:19.9,     +0.003323,          4,               52462
+03:38:44.87,-44:06:02.2,     +0.003315,          4,               21743
+03:17:30.50,-37:50:37.5,     +0.003312,          4,               18414
+05:23:23.72,-34:34:29.5,     +0.003308,          4,               31466
+03:42:01.50,-47:13:19.1,     +0.003306,          4,               22454
+03:41:04.41,-19:05:40.0,     +0.003299,          4,               21934
+22:18:48.90,-46:13:03.1,     +0.003297,          3,              136039
+12:35:38.40,-07:52:32.3,     +0.003295,          4,               61597
+23:02:52.94,-40:49:47.3,     +0.003283,          4,              111599
+06:45:47.99,-47:31:53.0,     +0.003273,          3,               39000
+19:27:17.49,-65:25:20.0,     +0.003259,          4,               90072
+13:07:56.65,-16:41:20.9,     +0.003255,          4,               65107
+03:31:41.16,-42:49:24.2,     +0.003253,          4,               21744
+17:28:06.98,-77:22:14.8,     +0.003238,          3,               84125
+10:33:02.29,-38:58:51.7,     +0.003236,          4,               50024
+05:07:42.34,-37:30:46.1,     +0.003232,          4,               30517
+07:00:14.88,-44:53:00.4,     +0.003230,          4,              118618
+10:51:21.00,-34:25:50.0,     +0.003207,          4,               52506
+07:00:14.88,-44:53:00.4,     +0.003188,          4,               39163
+05:10:46.97,-31:35:49.6,     +0.003180,          4,               30296
+04:06:49.72,-21:10:21.5,     +0.003174,          4,               23918
+00:45:46.43,-15:35:48.8,     +0.003159,          4,                5680
+05:00:31.11,-32:17:14.2,     +0.003159,          3,               30206
+07:55:51.52,-52:18:24.4,     +0.003157,          4,              120536
+18:48:57.88,-65:10:24.4,     +0.003156,          4,              134819
+22:57:18.38,-41:04:14.3,     +0.003153,          4,              111360
+04:06:49.72,-21:10:21.5,     +0.003147,          4,               23818
+12:55:49.64,-12:03:19.1,     +0.003141,          4,               62540
+04:06:49.72,-21:10:21.5,     +0.003141,          4,               23353
+10:03:41.82,-27:01:40.1,     +0.003134,          4,               47865
+19:37:37.59,-65:48:42.6,     +0.003129,          4,               90071
+09:58:46.56,-28:37:20.9,     +0.003129,          4,               48178
+22:35:05.47,-46:27:37.7,     +0.003124,          4,              135544
+09:54:32.88,-28:17:53.5,     +0.003123,          4,               45987
+04:04:26.75,-02:11:46.4,     +0.003107,          4,               24163
+14:48:48.01,-03:42:59.0,     +0.003085,          4,               76427
+09:54:32.88,-28:17:53.5,     +0.003084,          4,               46969
+14:48:48.01,-03:42:59.0,     +0.003079,          3,               76326
+09:51:24.02,-27:00:40.1,     +0.003078,          4,               46632
+04:12:41.12,-23:09:32.0,     +0.003077,          4,               23935
+05:51:25.90,-10:14:43.8,     +0.003070,          4,               33447
+07:49:08.98,-56:14:56.9,     +0.003062,          4,               40190
+05:56:02.81,-40:57:19.1,     +0.003060,          3,               34115
+23:37:39.47,-12:13:58.0,     +0.003053,          3,              132548
+22:21:11.72,-45:40:35.7,     +0.003041,          3,              135497
+05:48:49.69,-17:26:43.8,     +0.003029,          4,               33952
+03:36:46.21,-35:59:57.4,     +0.003028,          4,               20345
+05:58:02.32,-12:55:47.6,     +0.003023,          4,               33471
+22:41:26.94,-04:26:41.0,     +0.003004,          4,              110081
+20:26:08.83,-55:29:49.0,     +0.002978,          3,              130610
+03:20:32.58,-15:54:15.8,     +0.002977,          4,               20039
+09:17:52.87,-22:21:16.5,     +0.002976,          4,               44625
+23:38:16.91,-11:14:29.7,     +0.002964,          3,              132540
+04:12:41.12,-23:09:32.0,     +0.002957,          4,               23835
+05:47:01.86,-34:15:01.5,     +0.002948,          3,              133856
+03:37:11.74,-35:44:46.0,     +0.002948,          4,               21489
+22:42:23.48,-06:50:10.2,     +0.002927,          4,              110126
+04:09:55.25,-56:31:13.3,     +0.002926,          3,              124280
+06:21:02.82,-08:29:02.0,     +0.002921,          4,              126035
+18:36:37.16,-32:18:13.8,     +0.002904,          3,               87114
+21:29:03.01,-52:46:03.5,     +0.002891,          4,               99532
+21:08:04.87,-47:19:42.1,     +0.002870,          4,               99360
+04:10:57.49,-35:49:51.1,     +0.002861,          4,               24648
+04:21:13.73,-21:50:45.3,     +0.002860,          4,               25264
+05:06:13.89,-38:03:15.6,     +0.002852,          4,               30516
+19:48:41.61,-66:36:59.1,     +0.002850,          4,               90070
+03:41:45.48,-33:47:28.6,     +0.002848,          4,               21592
+12:33:55.40,-10:40:46.6,     +0.002836,          3,               60564
+12:39:18.78,-00:31:54.6,     +0.002820,          4,               61216
+03:55:44.75,-42:22:02.4,     +0.002815,          4,               24260
+20:48:47.29,-12:16:54.3,     +0.002813,          4,               97138
+21:36:28.92,-54:33:27.0,     +0.002769,          4,              101889
+20:09:31.77,-61:51:01.7,     +0.002740,          4,               92586
+04:41:28.19,-02:51:28.5,     +0.002738,          4,              124770
+04:09:02.37,-56:00:42.1,     +0.002726,          4,               24033
+05:17:21.62,-32:45:34.9,     +0.002713,          4,               30290
+09:35:21.56,-13:48:52.3,     +0.002708,          4,              127153
+05:06:25.72,-31:57:15.2,     +0.002689,          4,               30199
+03:35:56.84,-45:11:29.2,     +0.002665,          4,               22474
+10:03:50.15,-26:36:45.9,     +0.002661,          3,               46725
+03:55:52.63,-40:41:04.8,     +0.002637,          4,               24276
+04:04:28.02,-02:10:25.7,     +0.002636,          4,               24898
+03:17:18.59,-41:06:28.7,     +0.002629,          4,               20145
+06:07:19.69,-34:12:15.3,     +0.002574,          4,              133901
+04:09:51.84,-56:07:06.4,     +0.002550,          4,               24034
+08:49:06.02,-26:19:18.1,     +0.002537,          4,               42888
+11:18:19.60,-32:46:58.9,     +0.002518,          4,               54746
+22:55:05.08,-28:08:12.8,     +0.002509,          4,              139470
+18:53:00.62,-64:20:22.4,     +0.002506,          4,              134818
+02:43:58.00,-09:14:24.2,     +0.002488,          4,               16485
+03:35:56.84,-45:11:29.2,     +0.002458,          4,               19779
+09:39:35.05,-25:07:34.7,     +0.002441,          4,               45711
+21:28:37.86,-21:21:50.2,     +0.002418,          3,              101955
+04:59:58.12,-26:01:41.5,     +0.002416,          4,               28240
+11:18:16.48,-32:48:50.3,     +0.002403,          4,               54562
+23:36:14.98,-37:56:17.3,     +0.002402,          4,              115895
+09:44:20.07,-22:54:58.0,     +0.002401,          4,               45691
+04:56:58.73,-42:48:02.8,     +0.002363,          4,               27743
+03:35:16.82,-35:15:56.2,     +0.002345,          4,               20338
+13:09:36.60,-27:08:26.7,     +0.002341,          4,               65904
+09:12:19.38,-24:10:21.3,     +0.002291,          4,              126879
+13:29:21.04,-21:10:45.4,     +0.002270,          4,               67414
+13:18:54.75,-21:03:30.7,     +0.002229,          4,              128551
+23:26:56.21,-37:20:48.9,     +0.002227,          4,              114861
+23:36:17.01,-37:55:54.3,     +0.002218,          4,              114930
+12:44:42.39,-35:58:00.2,     +0.002195,          3,               60968
+00:19:11.54,-22:40:06.0,     +0.002193,          4,                 791
+01:58:54.34,-53:38:15.5,     +0.002190,          4,               11670
+12:04:56.67,-35:44:34.9,     +0.002176,          3,               58204
